id,name,lat,lng,description,cuisine,style,created_at,updated_at,area,phone,,,price,reserve_url,mobile_reserve_url,image_url,city,state,address,postal_code,country,url,menu_url
231,Mirai Sushi - Gold Coast,41.900033,-87.621923,,,,2018-12-02 20:33:29.951621,2018-12-02 20:33:29.951621,Chicago / Illinois,3122809100x,,,3,http://www.opentable.com/single.aspx?rid=144496,http://mobile.opentable.com/opentable/?restId=144496,https://www.opentable.com/img/restimages/144496.jpg,Chicago,IL,990 N Mies Van Der Rohe Way,60611,US,,
232,Vivo,41.884612,-87.648902,,,,2018-12-02 20:33:29.955606,2018-12-02 20:33:29.955606,Chicago / Illinois,312-733-3379x,,,3,http://www.opentable.com/single.aspx?rid=932,http://mobile.opentable.com/opentable/?restId=932,https://www.opentable.com/img/restimages/932.jpg,Chicago,IL,838 W. Randolph St.,60607,US,,
233,The Terrace at Trump,41.888821,-87.626657,,,,2018-12-02 20:33:29.958748,2018-12-02 20:33:29.958748,Chicago / Illinois,3125888600,,,3,http://www.opentable.com/single.aspx?rid=106699,http://mobile.opentable.com/opentable/?restId=106699,https://www.opentable.com/img/restimages/106699.jpg,Chicago,IL,401 N Wabash Ave,60611,US,,
234,Athena Restaurant,41.87873,-87.647623,,,,2018-12-02 20:33:29.962709,2018-12-02 20:33:29.962709,Chicago / Illinois,3126550000,,,2,http://www.opentable.com/single.aspx?rid=114994,http://mobile.opentable.com/opentable/?restId=114994,https://www.opentable.com/img/restimages/114994.jpg,Chicago,IL,212 S Halsted St,60661,US,,
235,Smith & Wollensky Steakhouse - Chicago,41.888429,-87.6281,,,,2018-12-02 20:33:29.969557,2018-12-02 20:33:29.969557,Chicago / Illinois,3126709900x,,,4,http://www.opentable.com/single.aspx?rid=6646,http://mobile.opentable.com/opentable/?restId=6646,https://www.opentable.com/img/restimages/6646.jpg,Chicago,IL,318 North State St,60611,US,,
236,Vinci,41.913673,-87.648435,,,,2018-12-02 20:33:29.97226,2018-12-02 20:33:29.97226,Chicago / Illinois,3122661199,,,2,http://www.opentable.com/single.aspx?rid=622,http://mobile.opentable.com/opentable/?restId=622,https://www.opentable.com/img/restimages/622.jpg,Chicago,IL,1732 N. Halsted,60614,US,,
237,Ceres' Table,41.938555,-87.64438,,,,2018-12-02 20:33:29.975631,2018-12-02 20:33:29.975631,Chicago / Illinois,7739224020x,,,2,http://www.opentable.com/single.aspx?rid=140878,http://mobile.opentable.com/opentable/?restId=140878,https://www.opentable.com/img/restimages/140878.jpg,Chicago,IL,3124 N Broadway St,60657,US,,
238,Fig and Olive - Chicago,41.901055,-87.625543,,,,2018-12-02 20:33:29.978094,2018-12-02 20:33:29.978094,Chicago / Illinois,312 445 0060x,,,3,http://www.opentable.com/single.aspx?rid=144796,http://mobile.opentable.com/opentable/?restId=144796,https://www.opentable.com/img/restimages/144796.jpg,Chicago,IL,104 East Oak Street,60611,US,,
239,Salpicón,41.905158,-87.634715,,,,2018-12-02 20:33:29.980449,2018-12-02 20:33:29.980449,Chicago / Illinois,3129887811x,,,3,http://www.opentable.com/single.aspx?rid=93,http://mobile.opentable.com/opentable/?restId=93,https://www.opentable.com/img/restimages/93.jpg,Chicago,IL,1252 N. Wells St.,60610,US,,
240,Frankie's Pizzeria & Scaloppine,41.899219,-87.624208,,,,2018-12-02 20:33:29.982959,2018-12-02 20:33:29.982959,Chicago / Illinois,3122662500x,,,2,http://www.opentable.com/single.aspx?rid=16723,http://mobile.opentable.com/opentable/?restId=16723,https://www.opentable.com/img/restimages/16723.jpg,Chicago,IL,900 N Michigan Ave,60611,US,,
241,Sepia,41.88383,-87.642712,,,,2018-12-02 20:33:29.985501,2018-12-02 20:33:29.985501,Chicago / Illinois,3124411920,,,3,http://www.opentable.com/single.aspx?rid=13429,http://mobile.opentable.com/opentable/?restId=13429,https://www.opentable.com/img/restimages/13429.jpg,Chicago,IL,123 North Jefferson St,60661,US,,
242,Great Street,41.886588,-87.628355,,,,2018-12-02 20:33:29.987976,2018-12-02 20:33:29.987976,Chicago / Illinois,3127953333,,,2,http://www.opentable.com/single.aspx?rid=1295,http://mobile.opentable.com/opentable/?restId=1295,https://www.opentable.com/img/restimages/1295.jpg,Chicago,IL,One West Wacker Drive,60601,US,,
243,Big Jones,41.979039,-87.668241,,,,2018-12-02 20:33:29.990377,2018-12-02 20:33:29.990377,Chicago / Illinois,7732755725x,,,3,http://www.opentable.com/single.aspx?rid=20791,http://mobile.opentable.com/opentable/?restId=20791,https://www.opentable.com/img/restimages/20791.jpg,Chicago,IL,5347 N. Clark St.,60640,US,,
244,Agami Contemporary Sushi,41.967438,-87.658748,,,,2018-12-02 20:33:29.993488,2018-12-02 20:33:29.993488,Chicago / Illinois,7735061845,,,2,http://www.opentable.com/single.aspx?rid=20761,http://mobile.opentable.com/opentable/?restId=20761,https://www.opentable.com/img/restimages/20761.jpg,Chicago,IL,4712 N. Broadway,60640,US,,
245,Palm Restaurant - Chicago,41.887776,-87.619757,,,,2018-12-02 20:33:29.996753,2018-12-02 20:33:29.996753,Chicago / Illinois,3126161000,,,3,http://www.opentable.com/single.aspx?rid=13345,http://mobile.opentable.com/opentable/?restId=13345,https://www.opentable.com/img/restimages/13345.jpg,Chicago,IL,323 East Wacker Drive,60601,US,,
246,Coppervine,41.917779,-87.648872,,,,2018-12-02 20:33:29.999114,2018-12-02 20:33:29.999114,Chicago / Illinois,7739351000x,,,3,http://www.opentable.com/single.aspx?rid=116545,http://mobile.opentable.com/opentable/?restId=116545,https://www.opentable.com/img/restimages/116545.jpg,Chicago,IL,1962 N Halsted St,60614,US,,
247,Les Nomades,41.893583,-87.621675,,,,2018-12-02 20:33:30.001398,2018-12-02 20:33:30.001398,Chicago / Illinois,3126499010x,,,4,http://www.opentable.com/single.aspx?rid=3489,http://mobile.opentable.com/opentable/?restId=3489,https://www.opentable.com/img/restimages/3489.jpg,Chicago,IL,222 E Ontario,60611,US,,
248,Bin 36,41.888824,-87.62953,,,,2018-12-02 20:33:30.004003,2018-12-02 20:33:30.004003,Chicago / Illinois,3127559463x,,,2,http://www.opentable.com/single.aspx?rid=334,http://mobile.opentable.com/opentable/?restId=334,https://www.opentable.com/img/restimages/334.jpg,Chicago,IL,339 N. Dearborn,60654,US,,
249,Tanoshii - West Loop,41.88482,-87.646585,,,,2018-12-02 20:33:30.007111,2018-12-02 20:33:30.007111,Chicago / Illinois,3122078894,,,4,http://www.opentable.com/single.aspx?rid=151522,http://mobile.opentable.com/opentable/?restId=151522,https://www.opentable.com/img/restimages/151522.jpg,Chicago,IL,720 W Randolph,60661,US,,
250,"deca Restaurant + Bar located at The Ritz-Carlton, a Four Seasons hotel",41.898,-87.624,,,,2018-12-02 20:33:30.010373,2018-12-02 20:33:30.010373,Chicago / Illinois,3125735160x,,,2,http://www.opentable.com/single.aspx?rid=4593,http://mobile.opentable.com/opentable/?restId=4593,https://www.opentable.com/img/restimages/4593.jpg,Chicago,IL,160 E Pearson,60611,US,,
251,Osteria Via Stato,41.892854,-87.62857,,,,2018-12-02 20:33:30.01409,2018-12-02 20:33:30.01409,Chicago / Illinois,3126428450,,,3,http://www.opentable.com/single.aspx?rid=1584,http://mobile.opentable.com/opentable/?restId=1584,https://www.opentable.com/img/restimages/1584.jpg,Chicago,IL,620 N State St,60610,US,,
252,Dine,41.882,-87.647,,,,2018-12-02 20:33:40.307136,2018-12-02 20:33:40.307136,Chicago / Illinois,3126022100x,,,2,http://www.opentable.com/single.aspx?rid=5728,http://mobile.opentable.com/opentable/?restId=5728,https://www.opentable.com/img/restimages/5728.jpg,Chicago,IL,733  W. Madison,60661,US,,
253,Tavern on Rush,41.901804,-87.627914,,,,2018-12-02 20:33:40.311454,2018-12-02 20:33:40.311454,Chicago / Illinois,3126649600x,,,3,http://www.opentable.com/single.aspx?rid=380,http://mobile.opentable.com/opentable/?restId=380,https://www.opentable.com/img/restimages/380.jpg,Chicago,IL,1031 N. Rush St.,60611,US,,
254,Allium,41.899183,-87.625628,,,,2018-12-02 20:33:40.315408,2018-12-02 20:33:40.315408,Chicago / Illinois,3127994900x,,,2,http://www.opentable.com/single.aspx?rid=30001,http://mobile.opentable.com/opentable/?restId=30001,https://www.opentable.com/img/restimages/30001.jpg,Chicago,IL,120 E. Delaware Street,60611,US,,
255,Tarantino's,41.918137,-87.656243,,,,2018-12-02 20:33:40.322154,2018-12-02 20:33:40.322154,Chicago / Illinois,7738712929,,,3,http://www.opentable.com/single.aspx?rid=958,http://mobile.opentable.com/opentable/?restId=958,https://www.opentable.com/img/restimages/958.jpg,Chicago,IL,1112 West Armitage,60614,US,,
256,Stetsons Modern Steak + Sushi,41.887985,-87.623658,,,,2018-12-02 20:33:40.325449,2018-12-02 20:33:40.325449,Chicago / Illinois,3122394491x,,,3,http://www.opentable.com/single.aspx?rid=1729,http://mobile.opentable.com/opentable/?restId=1729,https://www.opentable.com/img/restimages/1729.jpg,Chicago,IL,151 East Wacker Drive,60601,US,,
257,Fornetto Mei - a pan-italian restaurant,41.899027,-87.625725,,,,2018-12-02 20:33:40.328621,2018-12-02 20:33:40.328621,Chicago / Illinois,3125736301x,,,2,http://www.opentable.com/single.aspx?rid=2150,http://mobile.opentable.com/opentable/?restId=2150,https://www.opentable.com/img/restimages/2150.jpg,Chicago,IL,105 E Delaware Place,60611,US,,
258,Hugo's Frog Bar & Fish House - Chicago,41.901336,-87.628072,,,,2018-12-02 20:33:40.331489,2018-12-02 20:33:40.331489,Chicago / Illinois,3126400999,,,3,http://www.opentable.com/single.aspx?rid=1892,http://mobile.opentable.com/opentable/?restId=1892,https://www.opentable.com/img/restimages/1892.jpg,Chicago,IL,1024 North Rush,60611,US,,
259,Shaw's Crab House - Chicago,41.88991,-87.627423,,,,2018-12-02 20:33:40.334166,2018-12-02 20:33:40.334166,Chicago / Illinois,3125272722,,,3,http://www.opentable.com/single.aspx?rid=47,http://mobile.opentable.com/opentable/?restId=47,https://www.opentable.com/img/restimages/47.jpg,Chicago,IL,21 East Hubbard St.,60611,US,,
260,Vivere,41.880703,-87.629982,,,,2018-12-02 20:33:40.3369,2018-12-02 20:33:40.3369,Chicago / Illinois,3123324040,,,3,http://www.opentable.com/single.aspx?rid=14239,http://mobile.opentable.com/opentable/?restId=14239,https://www.opentable.com/img/restimages/14239.jpg,Chicago,IL,71 W Monroe Street,60603,US,,
261,The Palm Court,41.900146,-87.623479,,,,2018-12-02 20:33:40.339774,2018-12-02 20:33:40.339774,Chicago / Illinois,3127872200x4619,,,3,http://www.opentable.com/single.aspx?rid=606,http://mobile.opentable.com/opentable/?restId=606,https://www.opentable.com/img/restimages/606.jpg,Chicago,IL,Drake Chicago,60611,US,,
262,Runa Japanese Restaurant,41.910139,-87.684612,,,,2018-12-02 20:33:40.342131,2018-12-02 20:33:40.342131,Chicago / Illinois,7732788887,,,2,http://www.opentable.com/single.aspx?rid=118294,http://mobile.opentable.com/opentable/?restId=118294,https://www.opentable.com/img/restimages/118294.jpg,Chicago,IL,2257 W North Ave,60647,US,,
263,tesori,41.879397,-87.625463,,,,2018-12-02 20:33:40.344467,2018-12-02 20:33:40.344467,Chicago / Illinois,3127869911x,,,2,http://www.opentable.com/single.aspx?rid=841,http://mobile.opentable.com/opentable/?restId=841,https://www.opentable.com/img/restimages/841.jpg,Chicago,IL,65 East Adams,60603,US,,
264,Gioco,41.865524,-87.625797,,,,2018-12-02 20:33:40.34674,2018-12-02 20:33:40.34674,Chicago / Illinois,3129393870,,,2,http://www.opentable.com/single.aspx?rid=7906,http://mobile.opentable.com/opentable/?restId=7906,https://www.opentable.com/img/restimages/7906.jpg,Chicago,IL,1312 S Wabash,60605,US,,
265,Roy's - Chicago,41.895252,-87.628958,,,,2018-12-02 20:33:40.348918,2018-12-02 20:33:40.348918,Chicago / Illinois,3127877599,,,2,http://www.opentable.com/single.aspx?rid=1837,http://mobile.opentable.com/opentable/?restId=1837,https://www.opentable.com/img/restimages/1837.jpg,Chicago,IL,720 North State Street,60654,US,,
266,Fireplace Inn,41.908424,-87.63483,,,,2018-12-02 20:33:40.351238,2018-12-02 20:33:40.351238,Chicago / Illinois,3126645264x,,,2,http://www.opentable.com/single.aspx?rid=954,http://mobile.opentable.com/opentable/?restId=954,https://www.opentable.com/img/restimages/954.jpg,Chicago,IL,1448 N. Wells St.,60610,US,,
267,The Drawing Room,41.900194,-87.626712,,,,2018-12-02 20:33:40.353947,2018-12-02 20:33:40.353947,Chicago / Illinois,3122662694x,,,3,http://www.opentable.com/single.aspx?rid=18196,http://mobile.opentable.com/opentable/?restId=18196,https://www.opentable.com/img/restimages/18196.jpg,Chicago,IL,937 N Rush St,60611,US,,
268,Nacional 27,41.895106,-87.635858,,,,2018-12-02 20:33:40.356199,2018-12-02 20:33:40.356199,Chicago / Illinois,3126642727,,,3,http://www.opentable.com/single.aspx?rid=104,http://mobile.opentable.com/opentable/?restId=104,https://www.opentable.com/img/restimages/104.jpg,Chicago,IL,325 W. Huron,60654,US,,
269,Geja's Café,41.918437,-87.637971,,,,2018-12-02 20:33:40.358527,2018-12-02 20:33:40.358527,Chicago / Illinois,7732819101,,,3,http://www.opentable.com/single.aspx?rid=274,http://mobile.opentable.com/opentable/?restId=274,https://www.opentable.com/img/restimages/274.jpg,Chicago,IL,340 W. Armitage,60614,US,,
270,"Joe's Seafood, Prime Steak & Stone Crab",41.891837,-87.626221,,,,2018-12-02 20:33:40.36072,2018-12-02 20:33:40.36072,Chicago / Illinois,3123795637x,,,4,http://www.opentable.com/single.aspx?rid=850,http://mobile.opentable.com/opentable/?restId=850,https://www.opentable.com/img/restimages/850.jpg,Chicago,IL,60 East Grand Avenue,60611,US,,
271,Rosebud Theater District,41.881978,-87.630125,,,,2018-12-02 20:33:40.362966,2018-12-02 20:33:40.362966,Chicago / Illinois,3123329500x,,,2,http://www.opentable.com/single.aspx?rid=16135,http://mobile.opentable.com/opentable/?restId=16135,https://www.opentable.com/img/restimages/16135.jpg,Chicago,IL,70 W Madison,60602,US,,
272,The Rosebud,41.869529,-87.664294,,,,2018-12-02 20:33:40.365198,2018-12-02 20:33:40.365198,Chicago / Illinois,312-942-1117x,,,3,http://www.opentable.com/single.aspx?rid=18151,http://mobile.opentable.com/opentable/?restId=18151,https://www.opentable.com/img/restimages/18151.jpg,Chicago,IL,1500 W Taylor Street,60607,US,,
273,LuxBar,41.901556,-87.627759,,,,2018-12-02 20:33:40.368753,2018-12-02 20:33:40.368753,Chicago / Illinois,3126423400x,,,2,http://www.opentable.com/single.aspx?rid=5667,http://mobile.opentable.com/opentable/?restId=5667,https://www.opentable.com/img/restimages/5667.jpg,Chicago,IL,18 East Bellevue,60611,US,,
274,Zapatista – South Loop,41.866,-87.626,,,,2018-12-02 20:33:40.371839,2018-12-02 20:33:40.371839,Chicago / Illinois,3124351307x,,,2,http://www.opentable.com/single.aspx?rid=4594,http://mobile.opentable.com/opentable/?restId=4594,https://www.opentable.com/img/restimages/4594.jpg,Chicago,IL,1307 South Wabash,60605,US,,
275,Harry Caray's Italian Steakhouse - Chicago,41.889082,-87.629331,,,,2018-12-02 20:33:40.37632,2018-12-02 20:33:40.37632,Chicago / Illinois,3128280966x,,,3,http://www.opentable.com/single.aspx?rid=2382,http://mobile.opentable.com/opentable/?restId=2382,https://www.opentable.com/img/restimages/2382.jpg,Chicago,IL,33 W Kinzie St,60654,US,,
276,Rivers,41.8815,-87.6369,,,,2018-12-02 20:33:40.379212,2018-12-02 20:33:40.379212,Chicago / Illinois,3125591515,,,2,http://www.opentable.com/single.aspx?rid=3583,http://mobile.opentable.com/opentable/?restId=3583,https://www.opentable.com/img/restimages/3583.jpg,Chicago,IL,10 & 30 South Wacker Drive,60606,US,,
277,Pranzi,41.893356,-87.639943,,,,2018-12-02 20:33:50.145969,2018-12-02 20:33:50.145969,Chicago / Illinois,3129444340,,,2,http://www.opentable.com/single.aspx?rid=139921,http://mobile.opentable.com/opentable/?restId=139921,https://www.opentable.com/img/restimages/139921.jpg,Chicago,IL,434 W. Ontario St.,60654,US,,
278,Ja' Grill Hyde Park,41.800333,-87.588638,,,,2018-12-02 20:33:50.151572,2018-12-02 20:33:50.151572,Chicago / Illinois,7737525375x,,,2,http://www.opentable.com/single.aspx?rid=149125,http://mobile.opentable.com/opentable/?restId=149125,https://www.opentable.com/img/restimages/149125.jpg,Chicago,IL,1510 East Harper Court,60615,US,,
279,Lawry's The Prime Rib - Chicago,41.893719,-87.624895,,,,2018-12-02 20:33:50.154724,2018-12-02 20:33:50.154724,Chicago / Illinois,3127875000x,,,3,http://www.opentable.com/single.aspx?rid=10999,http://mobile.opentable.com/opentable/?restId=10999,https://www.opentable.com/img/restimages/10999.jpg,Chicago,IL,100 East Ontario Street,60611,US,,
280,Celeste,41.889783,-87.631671,,,,2018-12-02 20:33:50.157547,2018-12-02 20:33:50.157547,Chicago / Illinois,3128289000x,,,3,http://www.opentable.com/single.aspx?rid=144895,http://mobile.opentable.com/opentable/?restId=144895,https://www.opentable.com/img/restimages/144895.jpg,Chicago,IL,111 W Hubbard St,60654,US,,
281,Joe Fish,41.890244,-87.629606,,,,2018-12-02 20:33:50.160294,2018-12-02 20:33:50.160294,Chicago / Illinois,3128327700x,,,3,http://www.opentable.com/single.aspx?rid=14554,http://mobile.opentable.com/opentable/?restId=14554,https://www.opentable.com/img/restimages/14554.jpg,Chicago,IL,445 N Dearborn,60610,US,,
282,Ruth's Chris Steak House - Chicago,41.890441,-87.629377,,,,2018-12-02 20:33:50.162845,2018-12-02 20:33:50.162845,Chicago / Illinois,3123212725,,,3,http://www.opentable.com/single.aspx?rid=7734,http://mobile.opentable.com/opentable/?restId=7734,https://www.opentable.com/img/restimages/7734.jpg,Chicago,IL,431 North Dearborn,60654,US,,
283,LIBRARY BAR at PUBLIC Chicago,41.905941,-87.628357,,,,2018-12-02 20:33:50.16503,2018-12-02 20:33:50.16503,Chicago / Illinois,3122296771x,,,2,http://www.opentable.com/single.aspx?rid=148189,http://mobile.opentable.com/opentable/?restId=148189,https://www.opentable.com/img/restimages/148189.jpg,Chicago,IL,1301 N State Pkwy,60610,US,,
284,Cicchetti Restaurant,41.894493,-87.622731,,,,2018-12-02 20:33:50.167268,2018-12-02 20:33:50.167268,Chicago / Illinois,3126421800x,,,3,http://www.opentable.com/single.aspx?rid=116221,http://mobile.opentable.com/opentable/?restId=116221,https://www.opentable.com/img/restimages/116221.jpg,Chicago,IL,671 North Saint Clair Street,60611,US,,
285,IPO,41.879388,-87.63298,,,,2018-12-02 20:33:50.169624,2018-12-02 20:33:50.169624,Chicago / Illinois,3129175608x,,,3,http://www.opentable.com/single.aspx?rid=2276,http://mobile.opentable.com/opentable/?restId=2276,https://www.opentable.com/img/restimages/2276.jpg,Chicago,IL,W Chicago City Center,60603,US,,
286,MK The Restaurant,41.89847,-87.635983,,,,2018-12-02 20:33:50.172039,2018-12-02 20:33:50.172039,Chicago / Illinois,3124829179x,,,3,http://www.opentable.com/single.aspx?rid=252,http://mobile.opentable.com/opentable/?restId=252,https://www.opentable.com/img/restimages/252.jpg,Chicago,IL,868 N. Franklin,60610,US,,
287,Bavettes,41.889401,-87.634925,,,,2018-12-02 20:33:50.174885,2018-12-02 20:33:50.174885,Chicago / Illinois,3126248154x,,,3,http://www.opentable.com/single.aspx?rid=89395,http://mobile.opentable.com/opentable/?restId=89395,https://www.opentable.com/img/restimages/89395.jpg,Chicago,IL,218 W. Kinzie St.,60654,US,,
288,Niu Japanese Fusion Lounge,41.891054,-87.61878,,,,2018-12-02 20:33:50.178801,2018-12-02 20:33:50.178801,Chicago / Illinois,3125272888,,,2,http://www.opentable.com/single.aspx?rid=88312,http://mobile.opentable.com/opentable/?restId=88312,https://www.opentable.com/img/restimages/88312.jpg,Chicago,IL,332 E Illinois Street,60611,US,,
289,Asian Outpost,41.865185,-87.625567,,,,2018-12-02 20:33:50.181747,2018-12-02 20:33:50.181747,Chicago / Illinois,3126621100x,,,2,http://www.opentable.com/single.aspx?rid=117976,http://mobile.opentable.com/opentable/?restId=117976,https://www.opentable.com/img/restimages/117976.jpg,Chicago,IL,1315 S Wabash Ave,60605,US,,
290,Bistro Campagne,41.963497,-87.685236,,,,2018-12-02 20:33:50.185546,2018-12-02 20:33:50.185546,Chicago / Illinois,7732716100x,,,3,http://www.opentable.com/single.aspx?rid=7470,http://mobile.opentable.com/opentable/?restId=7470,https://www.opentable.com/img/restimages/7470.jpg,Chicago,IL,4518 N Lincoln Ave,60625,US,,
291,Cafe Spiaggia,41.900523,-87.624383,,,,2018-12-02 20:33:50.188224,2018-12-02 20:33:50.188224,Chicago / Illinois,3122802750x,,,3,http://www.opentable.com/single.aspx?rid=2112,http://mobile.opentable.com/opentable/?restId=2112,https://www.opentable.com/img/restimages/2112.jpg,Chicago,IL,980 North Michigan Ave,60611,US,,
292,Moku Sushi Bar,41.898885,-87.667183,,,,2018-12-02 20:33:50.190518,2018-12-02 20:33:50.190518,Chicago / Illinois,7732274118,,,2,http://www.opentable.com/single.aspx?rid=94936,http://mobile.opentable.com/opentable/?restId=94936,https://www.opentable.com/img/restimages/94936.jpg,Chicago,IL,933 N Ashland Ave,60622,US,,
293,Mirai Sushi - Wicker Park,41.903318,-87.677748,,,,2018-12-02 20:33:50.192749,2018-12-02 20:33:50.192749,Chicago / Illinois,7738628500,,,3,http://www.opentable.com/single.aspx?rid=419,http://mobile.opentable.com/opentable/?restId=419,https://www.opentable.com/img/restimages/419.jpg,Chicago,IL,2020 W. Division St.,60622,US,,
294,Tocco Pizza e Arte,41.904734,-87.669095,,,,2018-12-02 20:33:50.195235,2018-12-02 20:33:50.195235,Chicago / Illinois,773-687-8895,,,2,http://www.opentable.com/single.aspx?rid=26440,http://mobile.opentable.com/opentable/?restId=26440,https://www.opentable.com/img/restimages/26440.jpg,Chicago,IL,1266 N. Milwaukee,60622,US,,
295,Erie Cafe,41.893968,-87.642736,,,,2018-12-02 20:33:50.19779,2018-12-02 20:33:50.19779,Chicago / Illinois,3122662300,,,3,http://www.opentable.com/single.aspx?rid=80011,http://mobile.opentable.com/opentable/?restId=80011,https://www.opentable.com/img/restimages/80011.jpg,Chicago,IL,536 W Erie,60654,US,,
296,Chop Shop,41.910438,-87.678733,,,,2018-12-02 20:33:50.200444,2018-12-02 20:33:50.200444,Chicago / Illinois,7735374440x,,,3,http://www.opentable.com/single.aspx?rid=112894,http://mobile.opentable.com/opentable/?restId=112894,https://www.opentable.com/img/restimages/112894.jpg,Chicago,IL,2033 West North Avenue,60647,US,,
297,Anna's Asian Grill and Sushi Bar,41.95428,-87.674583,,,,2018-12-02 20:33:50.205948,2018-12-02 20:33:50.205948,Chicago / Illinois,7739753404,,,2,http://www.opentable.com/single.aspx?rid=115987,http://mobile.opentable.com/opentable/?restId=115987,https://www.opentable.com/img/restimages/115987.jpg,Chicago,IL,1804-06 W Irving Park Rd,60613,US,,
298,Fogo de Chao Brazilian Steakhouse - Chicago,41.894199,-87.632402,,,,2018-12-02 20:33:50.20862,2018-12-02 20:33:50.20862,Chicago / Illinois,3129329330,,,4,http://www.opentable.com/single.aspx?rid=39343,http://mobile.opentable.com/opentable/?restId=39343,https://www.opentable.com/img/restimages/39343.jpg,Chicago,IL,661 N. LaSalle Blvd.,60654,US,,
299,Mastro's Steakhouse - Chicago,41.891599,-87.629826,,,,2018-12-02 20:33:50.210718,2018-12-02 20:33:50.210718,Chicago / Illinois,3125215100x,,,4,http://www.opentable.com/single.aspx?rid=45823,http://mobile.opentable.com/opentable/?restId=45823,https://www.opentable.com/img/restimages/45823.jpg,Chicago,IL,520 North Dearborn,60654,US,,
300,Filippo's Restaurant,41.921911,-87.664628,,,,2018-12-02 20:33:50.213458,2018-12-02 20:33:50.213458,Chicago / Illinois,7735282211,,,2,http://www.opentable.com/single.aspx?rid=91945,http://mobile.opentable.com/opentable/?restId=91945,https://www.opentable.com/img/restimages/91945.jpg,Chicago,IL,2211 N Clybourn Ave,60614,US,,
301,Lokal,41.910709,-87.675339,,,,2018-12-02 20:33:50.217742,2018-12-02 20:33:50.217742,Chicago / Illinois,7739048113x,,,2,http://www.opentable.com/single.aspx?rid=115453,http://mobile.opentable.com/opentable/?restId=115453,https://www.opentable.com/img/restimages/115453.jpg,Chicago,IL,1904 W North Ave,60622,US,,
302,Juno,41.92988,-87.655136,,,,2018-12-02 20:34:02.289726,2018-12-02 20:34:02.289726,Chicago / Illinois,7739352000x,,,3,http://www.opentable.com/single.aspx?rid=107905,http://mobile.opentable.com/opentable/?restId=107905,https://www.opentable.com/img/restimages/107905.jpg,Chicago,IL,2638 N. Lincoln Ave,60614,US,,
303,312 Chicago,41.884112,-87.632583,,,,2018-12-02 20:34:02.294346,2018-12-02 20:34:02.294346,Chicago / Illinois,3126962420x,,,3,http://www.opentable.com/single.aspx?rid=134,http://mobile.opentable.com/opentable/?restId=134,https://www.opentable.com/img/restimages/134.jpg,Chicago,IL,136 N. La Salle St.,60602,US,,
304,La Cantina Italian Chophouse,41.880703,-87.629982,,,,2018-12-02 20:34:02.297324,2018-12-02 20:34:02.297324,Chicago / Illinois,3123327005,,,2,http://www.opentable.com/single.aspx?rid=20476,http://mobile.opentable.com/opentable/?restId=20476,https://www.opentable.com/img/restimages/20476.jpg,Chicago,IL,71 W Monroe,60603,US,,
305,Tanta,41.891865,-87.632017,,,,2018-12-02 20:34:02.300003,2018-12-02 20:34:02.300003,Chicago / Illinois,3122229700x,,,3,http://www.opentable.com/single.aspx?rid=114397,http://mobile.opentable.com/opentable/?restId=114397,https://www.opentable.com/img/restimages/114397.jpg,Chicago,IL,118 West Grand Ave,60654,US,,
306,Kingsbury Street Cafe,41.908724,-87.652365,,,,2018-12-02 20:34:02.302331,2018-12-02 20:34:02.302331,Chicago / Illinois,3122801718,,,2,http://www.opentable.com/single.aspx?rid=87943,http://mobile.opentable.com/opentable/?restId=87943,https://www.opentable.com/img/restimages/87943.jpg,Chicago,IL,1523 N Kingsbury Street,60642,US,,
307,Kinzie Chop House,41.889337,-87.634183,,,,2018-12-02 20:34:02.304604,2018-12-02 20:34:02.304604,Chicago / Illinois,3128220191x,,,3,http://www.opentable.com/single.aspx?rid=266,http://mobile.opentable.com/opentable/?restId=266,https://www.opentable.com/img/restimages/266.jpg,Chicago,IL,400 N. Wells St.,60610,US,,
308,Takashi,41.917432,-87.677843,,,,2018-12-02 20:34:02.306774,2018-12-02 20:34:02.306774,Chicago / Illinois,7737726170x,,,3,http://www.opentable.com/single.aspx?rid=19510,http://mobile.opentable.com/opentable/?restId=19510,https://www.opentable.com/img/restimages/19510.jpg,Chicago,IL,1952 North Damen,60647,US,,
309,Embeya,41.884701,-87.642303,,,,2018-12-02 20:34:02.309189,2018-12-02 20:34:02.309189,Chicago / Illinois,3126125640x,,,3,http://www.opentable.com/single.aspx?rid=89716,http://mobile.opentable.com/opentable/?restId=89716,https://www.opentable.com/img/restimages/89716.jpg,Chicago,IL,564 West Randolph Street,60661,US,,
310,Boka,41.913703,-87.648135,,,,2018-12-02 20:34:02.311806,2018-12-02 20:34:02.311806,Chicago / Illinois,3123376070x,,,3,http://www.opentable.com/single.aspx?rid=2581,http://mobile.opentable.com/opentable/?restId=2581,https://www.opentable.com/img/restimages/2581.jpg,Chicago,IL,1729 North Halsted,60614,US,,
311,Rosebud Prime,41.881969,-87.629393,,,,2018-12-02 20:34:02.315263,2018-12-02 20:34:02.315263,Chicago / Illinois,3123841900x,,,3,http://www.opentable.com/single.aspx?rid=14560,http://mobile.opentable.com/opentable/?restId=14560,https://www.opentable.com/img/restimages/14560.jpg,Chicago,IL,1 South Dearborn St,60603,US,,
